Director,Actor1,Actor2,Actor3,Rating,DirectorLikes,Actor1Likes,Actor2Likes,Actor3Likes
Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,7.8,521,13000,805,129
Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,6.4,249,11000,10000,936
Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,5.8,545,14000,8000,5000
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,7.1,266,12000,11000,11000
Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,7.1,36,283,142,118
Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,6.8,79,18000,16000,820
Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,4.8,36,2000,795,439
Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,6.2,420,2000,906,535
Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,6.9,278,14000,3000,213
Tony Scott,Will Smith,Jake Busey,Lisa Bonet,7.3,12000,10000,660,619
Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,6.6,278,11000,2000,963
Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,6.2,28,4000,650,624
Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,6.7,168,14000,5000,1000
Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,7.6,218,5000,35,29
Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,6.7,532,12000,3000,557
John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,6.2,323,670,442,330
Rob Marshall,Li Gong,Mako,Karl Yune,7.3,252,879,691,210
Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,6.0,681,584,227,159
Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,7.1,6,1000,579,561
Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,7.1,102,12000,11000,551
Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,5.5,99,672,174,172
Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,7.8,189,813,388,87
Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,5.6,763,8000,886,809
Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,7.5,1000,10000,1000,719
Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,5.4,36,894,345,106
Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,4.3,88,611,592,571
Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,4.9,67,4000,2000,271
Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,7.1,38,409,107,20
Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,6.4,153,11000,1000,233
Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,4.3,62,975,760,615
Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,6.1,218,17000,4000,521
David Fincher,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,7.7,21000,21000,15000,495
Roger Spottiswoode,Robert Duvall,Michael Rapaport,Tony Goldwyn,5.9,55,3000,975,956
Tom Shadyac,Morgan Freeman,Steve Carell,Lisa Ann Walter,6.7,293,11000,7000,1000
Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,6.5,13000,26000,13000,5000
Gary Ross,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,7.3,378,34000,14000,575
Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson,6.5,480,14000,670,461
Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,7.0,13000,920,811,390
Tim Johnson,Bruce Willis,Steve Carell,Catherine O'Hara,6.8,12,13000,7000,925
Dean DeBlois,Tia Carrere,Jason Scott Lee,David Ogden Stiers,7.2,255,1000,533,443
Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,6.4,56,12000,8000,852
Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,6.1,75,11000,4000,3000
Dean Parisot,Bruce Willis,Anthony Hopkins,Garrick Hagon,6.7,23,13000,12000,110
Peter Segal,Adam Sandler,Steve Reevis,Dalip Singh,6.4,88,11000,437,421
Mike Mitchell,Amy Poehler,Jesse McCartney,Lauren Gottlieb,4.4,31,1000,1000,733
Dennis Dugan,Steve Buscemi,Adam Sandler,Jon Lovitz,5.4,221,12000,11000,11000
Peter Segal,Bill Murray,Dwayne Johnson,Anne Hathaway,6.5,88,13000,12000,11000
Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser,6.7,278,18000,4000,343
Martin Scorsese,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,8.1,17000,29000,223,163
Seth Gordon,Jon Favreau,Robert Duvall,Katy Mixon,5.6,91,4000,3000,982
Chris Wedge,Jim Broadbent,Drew Carey,Paula Abdul,6.3,77,1000,311,208
John Woo,Nicolas Cage,CCH Pounder,Joan Allen,7.3,610,12000,1000,805
Adam Shankman,Adam Sandler,Carmen Electra,Kathryn Joosten,6.1,163,11000,869,495
Dennis Dugan,Adam Sandler,Bailee Madison,Kevin Nealon,6.4,221,11000,3000,503
Simon West,Steve Buscemi,Monica Potter,Dave Chappelle,6.8,165,12000,878,744
D.J. Caruso,Rosario Dawson,Ethan Embry,Cameron Boyce,6.6,154,3000,982,915
Anthony Minghella,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,7.2,333,22000,20000,16000
Albert Hughes,Denzel Washington,Mila Kunis,Gary Oldman,6.9,117,18000,15000,10000
Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd,5.2,10,49000,570,159
Jan de Bont,Liam Neeson,Lili Taylor,Virginia Madsen,4.9,101,14000,960,913
Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,6.3,30,13000,967,366
Shawn Levy,Roger Rees,Henry Czerny,William Abadie,5.6,189,1000,177,38
Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,5.5,301,18000,4000,71
Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,6.7,503,8000,137,67
David Ayer,Brad Pitt,Logan Lerman,Jim Parrack,7.6,452,11000,8000,697
Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,5.7,425,11000,643,397
Eric Brevig,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,4.6,40,3000,642,375
Kelly Asbury,Matt Damon,Charles Napier,Zahn McClarnon,7.0,21,13000,503,495
Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,5.2,153,3000,1000,269
Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,5.1,81,10000,882,427
Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,6.6,438,18000,1000,502
Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon,7.0,69,898,577,87
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Fran Drescher,6.7,266,12000,11000,859
James Algar,Quincy Jones,Penn Jillette,Russi Taylor,7.3,11,340,243,62
Simon Wells,Mark Addy,Alan Young,Josh Stamberg,5.9,25,891,639,102
Ron Underwood,Charlize Theron,Mika Boorem,David Paymer,5.6,31,9000,496,372
Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,6.5,57,20000,3000,820
Martin Campbell,Michael Emerson,Nick Chinlund,Adrian Alonso,5.9,258,2000,277,163
Vincent Ward,Robin Williams,Annabella Sciorra,Rosalind Chao,7.0,25,49000,448,129
Steven Brill,Adam Sandler,Jon Lovitz,Michael McKean,5.3,65,11000,11000,658
Tim Burton,Natalie Portman,Martin Short,Lukas Haas,6.3,13000,20000,770,733
Lucile Hadzihalilovic,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,6.4,92,23,21,8
Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,6.9,93,12000,1000,904
Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,6.3,84,13000,1000,1000
Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,7.3,79,981,274,183
Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,5.8,357,13000,10000,366
Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,5.2,43,882,396,210
Roger Christian,Richard Tyson,Michael Byrne,John Topor,2.4,64,743,117,41
Joe Dante,Brendan Fraser,Jenna Elfman,Heather Locklear,5.7,287,3000,739,695
Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano,5.8,252,529,48,30
Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,5.6,503,23000,18000,982
George Miller,Adam Goldberg,Elizabeth Daily,Glenne Headly,5.8,750,1000,971,231
Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,6.0,42,14000,788,612
Jacques Perrin,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,7.8,63,67,63,7
Paul W.S. Anderson,Sasha Roiz,Currie Graham,Dylan Schombing,5.6,545,795,172,74
Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,8.2,2000,1000,592,535
Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,8.5,28,2000,886,847
Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,5.8,62,14000,12000,722
Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,6.5,18,622,161,18
Brett Ratner,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,7.2,420,22000,12000,876
Joe Johnston,J.K. Simmons,Viggo Mortensen,Peter Mensah,6.7,394,24000,10000,1000
Dennis Dugan,Al Pacino,Adam Sandler,Tim Meadows,3.4,221,14000,11000,553
John Singleton,Paul Walker,Cole Hauser,Mo Gallini,5.9,309,23000,787,771
Mark Osborne,Jeff Bridges,James Franco,Mackenzie Foy,7.8,54,12000,11000,6000
Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,Jeremy Northam,5.9,101,1000,422,327
Des McAnuff,Robert De Niro,Janeane Garofalo,Jonathan Winters,4.1,5,22000,1000,924
Yarrow Cheney,Steve Coogan,Eric Stonestreet,Albert Brooks,6.8,11,1000,904,745
Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran,5.8,45,1000,872,845
Pierre Coffin,Steve Carell,Miranda Cosgrove,Steve Coogan,7.5,275,7000,2000,1000
Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,6.9,776,10000,2000,933
Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,6.5,14000,610,506,227
Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,6.9,35,851,436,179
Timur Bekmambetov,Angelina Jolie Pitt,Morgan Freeman,Common,6.7,335,11000,11000,988
Carlos Saldanha,Denis Leary,Ray Romano,Jay Leno,6.9,107,835,590,241
Peter Segal,Adam Sandler,Peter Dante,Allen Covert,6.8,88,11000,427,328
Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,6.7,163,719,339,260
Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,5.1,212,613,422,394
David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,4.1,16,2000,710,692
Louis Leterrier,Morgan Freeman,Common,Michael Kelly,7.3,255,11000,988,963
Dennis Dugan,Steve Buscemi,Adam Sandler,Salma Hayek,6.0,221,12000,11000,4000
Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,7.3,14000,15000,466,232
Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,5.4,87,3000,576,446
Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,5.9,258,867,826,748
Bibo Bergeron,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt,6.0,10,22000,17000,11000
Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,6.5,386,912,549,525
F. Gary Gray,Dwayne Johnson,Christina Milian,Debi Mazar,5.7,473,12000,1000,680
Steven Spielberg,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,7.6,14000,745,486,412
Antoine Fuqua,Bruce Willis,Tom Skerritt,Cole Hauser,6.6,845,13000,1000,787
Robert Luketic,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,5.4,126,19000,1000,925
James L. Brooks,Adam Sandler,Paz Vega,Sarah Steele,6.5,274,11000,964,138
Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,6.6,27,12000,970,925
Barry Levinson,Bruce Willis,Brían F. O'Byrne,Azura Skye,6.6,272,13000,450,193
Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,5.9,109,919,303,249
Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,6.7,72,582,103,99
Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,6.1,763,15000,1000,222
Florent-Emilio Siri,Jimmy Bennett,Bruce Willis,Ransford Doherty,6.6,17,87000,13000,759
Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,6.6,383,13000,1000,886
Ron Shelton,Harrison Ford,Bruce Greenwood,Lena Olin,5.3,41,11000,982,541
Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Jason Scott Lee,6.0,545,933,722,533
David Pastor,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,6.0,10,3000,552,394
Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,4.7,253,3000,889,637
John Moore,Dennis Quaid,Tony Curran,Miranda Otto,6.1,212,2000,845,568
Kyle Balda,Steve Carell,Jon Hamm,Steve Coogan,6.4,22,7000,4000,1000
Barry Levinson,Peter Coyote,James Pickens Jr.,Huey Lewis,6.0,272,548,270,215
Clay Kaytis,Peter Dinklage,Josh Gad,Keegan-Michael Key,6.3,6,22000,1000,415
Andy Tennant,Matthew McConaughey,Ray Winstone,Alexis Dziena,5.6,72,11000,1000,715
Peter Berg,Jennifer Garner,Frances Fisher,Tim McGraw,7.1,532,3000,638,461
Adam McKay,Will Ferrell,Leslie Bibb,Gary Cole,6.6,285,8000,1000,989
Steve Carr,Raven-Symoné,Jeffrey Jones,Kevin Pollak,4.6,41,1000,692,574
David Silverman,Albert Brooks,Yeardley Smith,Marcia Wallace,7.4,30,745,440,433
Renny Harlin,Sylvester Stallone,Estella Warren,Cristián de la Fuente,4.5,212,13000,658,462
Jean-Jacques Annaud,David Gant,Jean-Claude Dreyfus,Oanh Nguyen,7.1,218,21,17,8
Betty Thomas,Oliver Platt,Raven-Symoné,Peter Boyle,5.3,84,1000,1000,595
Andrew Adamson,Rupert Everett,Jennifer Saunders,Conrad Vernon,7.2,80,692,309,48
John Lasseter,John Ratzenberger,Cheech Marin,George Carlin,7.2,487,1000,843,769
Rob Cohen,Vin Diesel,Eve,Leila Arcieri,5.8,357,14000,223,212
Paul Tibbitt,Tim Conway,Billy West,Eddie Deezen,6.0,5,870,861,726
Ron Howard,Lili Taylor,Delroy Lindo,Rene Russo,6.6,2000,960,848,808
Quentin Tarantino,Michael Fassbender,Brad Pitt,Christoph Waltz,8.3,16000,13000,11000,11000
Steven Spielberg,Robin Williams,Julia Roberts,Bob Hoskins,6.7,14000,49000,8000,5000
Renny Harlin,Bruce Willis,John Amos,Franco Nero,7.1,212,13000,982,576
Clark Johnson,Jeremy Renner,Josh Charles,LL Cool J,6.0,69,10000,1000,1000
Cameron Crowe,Tom Cruise,Ivana Milicevic,Noah Taylor,6.9,488,10000,834,509
Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,5.6,545,886,766,727
Betty Thomas,Amy Poehler,Bridgit Mendler,Jesse McCartney,4.5,84,1000,1000,1000
Randall Wallace,Jon Hamm,Marc Blucas,Chris Klein,7.1,130,4000,973,841
Antoine Fuqua,Gerard Butler,Morgan Freeman,Radha Mitchell,6.5,845,18000,11000,992
Jonathan Frakes,LeVar Burton,Jonathan Frakes,Michael Dorn,6.4,906,1000,906,748
Jonathan Liebesman,Noel Fisher,Jim Parrack,Ramon Rodriguez,5.8,473,833,697,464
Tim Burton,Steve Buscemi,Alison Lohman,Albert Finney,8.0,13000,12000,1000,883
Steven Spielberg,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,7.2,14000,25000,19000,979
Gary Shore,Dominic Cooper,Sarah Gadon,Zach McGowan,6.3,28,3000,692,423
Edward Zwick,Denzel Washington,Bruce Willis,Mark Valley,6.3,380,18000,13000,774
Matthew Vaughn,Henry Cavill,David Kelly,Nathaniel Parker,7.7,905,15000,588,271
Jean-Jacques Annaud,Brad Pitt,Mako,Victor Wong,7.0,218,11000,691,400
Ron Howard,Channing Tatum,Clint Howard,Chelcie Ross,5.3,2000,17000,1000,244
Joel Schumacher,Anthony Hopkins,Brooke Smith,Garcelle Beauvais,5.6,541,12000,405,384
Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,Dexter Fletcher,5.2,43,12000,585,452
Betty Thomas,Gary Cole,Phill Lewis,Tate Taylor,5.4,84,989,229,150
Måns Mårlind,Theo James,Stephen Rea,Sandrine Holt,6.4,24,5000,327,324
Adam Shankman,James Martin Kelly,Shane Hartline,Celina Beach,5.9,163,394,217,66
Gregory Hoblit,Bruce Willis,Cole Hauser,Rory Cochrane,6.3,40,13000,787,407
Gary McKendry,Jason Statham,Robert De Niro,Ben Mendelsohn,6.5,5,26000,22000,748
John McTiernan,LL Cool J,Chris Klein,Andrew Bryniarski,3.0,323,1000,841,390
Wych Kaosayananda,Talisa Soto,Sandrine Holt,Gregg Henry,3.6,8,349,324,298
Mikael Salomon,Morgan Freeman,Minnie Driver,Randy Quaid,5.8,13,11000,893,695
Bobby Farrelly,Ron Howard,Brandy Norwood,David Hyde Pierce,6.2,101,2000,509,443
Will Finn,Lea Michele,Oliver Platt,Jim Belushi,5.6,6,2000,1000,854
Kerry Conran,Angelina Jolie Pitt,Laurence Olivier,Bai Ling,6.1,14,11000,1000,582
Michael Caton-Jones,Charlotte Rampling,Indira Varma,Neil Maskell,4.2,105,844,729,246
Mikael Håfström,Sylvester Stallone,50 Cent,Matt Gerald,6.7,101,13000,1000,585
Renny Harlin,Roxanne McKee,Luke Newberry,Gaia Weiss,4.2,212,576,358,182
Phil Alden Robinson,Morgan Freeman,Bruce McGill,Philip Baker Hall,6.4,31,11000,655,497
David Slade,Robert Pattinson,Kristen Stewart,Anna Kendrick,4.9,171,21000,17000,10000
Pierre Coffin,Steve Carell,Miranda Cosgrove,Jack McBrayer,7.7,275,7000,2000,975
Joseph Ruben,Vincent Pastore,Robert Blake,Aida Turturro,5.6,29,584,220,97
Seth MacFarlane,Liam Neeson,Morgan Freeman,Seth MacFarlane,6.4,3000,14000,11000,3000
Alejandro Amenábar,Max Minghella,Ashraf Barhom,Rupert Evans,7.2,448,614,451,334
Kinka Usher,Janeane Garofalo,Wes Studi,Eddie Izzard,6.0,18,1000,855,776
Bobby Farrelly,Jenna Fischer,Larry Joe Campbell,Stephen Merchant,5.9,101,966,919,681
Craig Gillespie,Michael Raymond-James,Abraham Benrubi,Graham McTavish,6.8,44,788,562,531
Jay Roach,Steve Carell,Stephanie Szostak,Bruce Greenwood,5.9,116,7000,1000,982
Timur Bekmambetov,Rufus Sewell,Dominic Cooper,Benjamin Walker,5.9,335,3000,3000,911
Jon Amiel,Will Patton,Kevin McNally,Maury Chaykin,6.2,36,537,427,232
Rob Bowman,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,7.0,38,940,826,745
Doug Lefler,Colin Firth,Nonso Anozie,Owen Teale,5.4,4,14000,394,112
Steven Spielberg,Tom Hanks,Vin Diesel,Matt Damon,8.6,14000,15000,14000,13000
Scott Waugh,Rami Malek,Dominic Cooper,Ramon Rodriguez,6.5,76,3000,3000,464
Nancy Meyers,Judy Greer,Lisa Edelstein,Loretta Devine,6.4,278,2000,955,912
Chris Wedge,Goran Visnjic,Stephen Root,Denis Leary,7.6,77,1000,939,835
Lawrence Kasdan,Morgan Freeman,Michael O'Neill,Reece Thompson,5.5,759,11000,599,354
Steven Spielberg,Joseph Gordon-Levitt,Hal Holbrook,Bruce McGill,7.4,14000,23000,826,655
Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,7.6,2000,15000,968,552
Michael Lembeck,Judge Reinhold,Aisha Tyler,Eric Lloyd,5.5,54,901,857,775
Adam McKay,Will Ferrell,Adam Scott,Andrea Savage,6.9,285,8000,3000,105
Martin Campbell,Anthony Hopkins,Tony Amendola,Stuart Wilson,6.7,258,12000,174,94
Todd Phillips,Robert Downey Jr.,RZA,Matt Walsh,6.6,480,21000,561,490
Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,7.2,11000,769,698,465
Clint Eastwood,Clint Eastwood,Courtney B. Vance,William Devane,6.4,16000,16000,495,416
Renny Harlin,Sylvester Stallone,Leon,Janine Turner,6.4,212,13000,730,369
John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,6.0,610,848,517,461
Jon Turteltaub,Bruce Willis,Lily Tomlin,Daniel von Bargen,6.1,226,13000,718,577
Mike Newell,Julia Roberts,Kirsten Dunst,Marian Seldes,6.4,179,8000,4000,403
Larry Charles,Sayed Badreya,Aasif Mandvi,Horatio Sanz,6.4,119,600,346,174
Will Gluck,Quvenzhané Wallis,Dorian Missick,David Zayas,5.2,87,2000,1000,929
Glenn Ficarra,Will Smith,Adrian Martinez,Gerald McRaney,6.6,43,10000,806,523
McG,Tom Hardy,Abigail Spencer,Warren Christie,6.3,368,27000,1000,520
David S. Goyer,Ryan Reynolds,Natasha Lyonne,John Michael Higgins,5.9,687,16000,1000,957
John Milius,Lea Thompson,Jennifer Grey,William Smith,6.4,468,1000,1000,919
Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Bingbing Li,5.4,545,14000,1000,974
Paul W.S. Anderson,Jason Statham,Max Ryan,Joan Allen,6.4,545,26000,872,805
Renny Harlin,Melina Kanakaredes,Craig Bierko,Yvonne Zima,6.7,212,394,380,263
Taylor Hackford,Pamela Reed,Alun Armstrong,Michael Kitchen,6.2,138,324,192,184
Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo,6.1,4000,17000,14000,539
David Fincher,Brad Pitt,Meat Loaf,Eugenie Bondurant,8.8,21000,11000,783,637
McG,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,7.1,368,11000,529,383
Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant,5.7,36,13000,773,554
Stuart Beattie,Caitlin Stasey,Kevin Grevioux,Miranda Otto,5.1,72,623,593,568
Roman Polanski,Ian McNeice,Barney Clark,Tony Noble,6.9,2000,268,85,25
Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,4.8,38,3000,1000,1000
Frank Miller,Joseph Gordon-Levitt,Bruce Willis,Eva Green,6.5,436,23000,13000,6000
Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,5.1,521,11000,1000,970
Baltasar Kormákur,Michael Kelly,Martin Henderson,Tom Goodman-Hill,7.1,175,963,580,221
Tom Tykwer,Michael Smiley,David Calder,Simon Chandler,7.5,670,177,27,16
Jay Roach,Verne Troyer,Josh Zuckerman,Robert Wagner,6.2,116,645,522,481
David Bowers,Nicolas Cage,Charlize Theron,Dee Bradley Baker,6.3,42,12000,9000,668
Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,8.1,14000,967,610,191
Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,6.6,759,2000,925,812
Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,6.9,176,11000,913,672
Daniel Lee,Si Won Choi,Peng Lin,Sung-jun Yoo,6.1,10,21,18,7
Keenen Ivory Wayans,Chazz Palminteri,Brittany Daniel,John Witherspoon,4.3,322,979,862,723
Jonathan Mostow,Matthew McConaughey,Thomas Kretschmann,David Keith,6.6,84,11000,919,563
Marco Schnabel,Justin Timberlake,Romany Malco,Verne Troyer,3.8,12,3000,966,645
Demian Lichtenstein,Jon Lovitz,Bokeem Woodbine,Ice-T,5.9,11,11000,904,867
Quentin Tarantino,Craig Stark,Jennifer Jason Leigh,Zoë Bell,7.9,16000,46000,1000,1000
Josh Gordon,Will Ferrell,Amy Poehler,Jon Heder,6.3,8,8000,1000,970
Tim Hill,Gary Cole,Elizabeth Perkins,Chelsea Handler,5.5,25,989,664,439
Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,6.3,116,22000,713,708
David Frankel,Eric Dane,Kathleen Turner,Haley Bennett,7.1,64,2000,899,664
Walt Becker,Jill Hennessy,Tichina Arnold,Drew Sidora,5.9,12,419,330,311
Mark Dindal,Catherine O'Hara,Fred Willard,Amy Sedaris,5.8,10,925,729,397
David Fincher,Patrick Fugit,Sela Ward,Emily Ratajkowski,8.1,21000,835,812,625
Doug Liman,Matt Damon,Josh Hamilton,Nicky Naudé,7.9,218,13000,147,73
Martin Campbell,Izabella Scorupco,Joe Don Baker,Tchéky Karyo,7.2,258,394,387,345
Simon West,Daniel von Bargen,Timothy Hutton,Clarence Williams III,6.3,165,577,501,475
Peter Weir,Natascha McElhone,Noah Emmerich,Peter Krause,8.1,608,2000,617,576
Brenda Chapman,Martin Short,Aria Noelle Curzon,Eden Riegel,7.0,59,770,263,145
Steve Carr,Anjelica Huston,Lisa Edelstein,Jeff Garlin,5.5,41,1000,955,522
Baltasar Kormákur,Denzel Washington,Patrick Fischler,Fred Ward,6.7,175,18000,497,459
Lawrence Guterman,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,5.2,6,3000,664,405
F. Gary Gray,Jason Statham,Charlize Theron,Jimmy Shubert,7.0,473,26000,9000,82
Marc Lawrence,Dorian Missick,Alicia Witt,Dana Ivey,6.1,30,1000,976,268
Eric Darnell,Sylvester Stallone,Woody Allen,Anne Bancroft,6.6,35,13000,11000,754
Tony Scott,Tom Cruise,Robert Duvall,Randy Quaid,5.9,12000,10000,3000,695
Adam Shankman,Taylor Lautner,Tom Welling,Alyson Stoner,5.4,163,12000,3000,2000
Wes Ball,Ki Hong Lee,Lili Taylor,Rosa Salazar,6.4,47,988,960,240
Ryan Murphy,James Franco,Julia Roberts,Billy Crudup,5.7,708,11000,8000,745
Brett Ratner,Nicolas Cage,Don Cheadle,Amber Valletta,6.7,420,12000,3000,627
Robert Schwentke,Bruce Willis,Morgan Freeman,Jaqueline Fleming,7.1,124,13000,11000,357
Chuck Russell,Dwayne Johnson,Roger Rees,Bernard Hill,5.5,55,12000,1000,416
Jay Russell,Billy Burke,Jay Hernandez,Jacinda Barrett,6.5,13,2000,1000,579
Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,7.0,188,10000,3000,1000
Renny Harlin,LL Cool J,Michael Rapaport,Saffron Burrows,5.8,212,1000,975,811
Kenny Ortega,Misha Gabriel Hamilton,Mekia Cox,Judith Hill,7.3,197,433,208,6
David McNally,Estella Warren,Dyan Cannon,Bill Hunter,4.4,18,658,257,226
Henry Selick,Jennifer Saunders,Dawn French,John Hodgman,7.7,253,309,229,57
Tony Scott,Denzel Washington,Radha Mitchell,Giancarlo Giannini,7.7,12000,18000,992,451
Brian Robbins,Robert Downey Jr.,Joel David Moore,Kristin Davis,4.4,48,21000,936,722
Todd Phillips,Snoop Dogg,Carmen Electra,Fred Williamson,6.1,480,881,869,767
